請問您的性別是?,請問您最主要使用的手機品牌為何?(單選),當提到“音樂串流App”，請問您聯想到的品牌有哪些?第一個聯想到的品牌,第二個聯想到的品牌,第三個聯想到的品牌,"請問以下哪些音樂串流App是您知道或聽過的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都沒聽過","請問您認為哪個App的logo設計有記憶點? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的廣告吸引人? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是親友會推薦的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的網路口碑好? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的曲庫多/經常推出新歌曲? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的會員制度好? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的使用者介面親切易懂? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的歌曲風格/類別多? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App容易在社群網站上做分享? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App包含多國語言歌曲? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App歌曲風格/類別多? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的風格是獨特的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是潮流的/流行的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是創新的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是貼心的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是貼近生活的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是有質感的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是國際的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是專業的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合",不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 總排序,"請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 歌曲數目多, 介面使用方便, 具定時停止播放功能, 有自己關注的歌手、DJ, 推薦歌單符合需求, 可以更換介面主題, 價格合理, 經常有特價/促銷活動, 親朋好友推薦, 網路口碑好, 有音樂人、專家使用, 是我熟悉、習慣使用的品牌","包括目前有使用的音樂串流App，請問您曾經使用過哪些品牌的音樂串流App? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不曾使用過","請問您最近一年使用過的哪些品牌的音樂串流App? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不曾使用過","請問您為什麼會最常使用這個品牌的音樂串流App? - 歌曲數目多, 介面使用方便, 具定時停止播放功能, 有自己關注的歌手、DJ, 推薦歌單符合需求, 可以更換介面主題, 價格合理, 經常有特價/促銷活動, 親朋好友推薦, 網路口碑好, 有音樂人，專家使用, 是我熟悉、習慣使用的品牌","請問您平時從哪裡得知音樂串流App的相關資訊? - 電視廣告/節目介紹, 雜誌廣告/報導介紹, 戶外廣告(街頭電視牆/大型看板/掛旗等), 電子郵件/手機簡訊等廣告, 網路廣告, 音樂網站, 音樂串流App Facebook粉絲團, 音樂串流App Instagram官方帳號, 網路口碑推薦(網路報導/部落格/PTT等), 音樂串流App的官方網站, 手機App廣告, 親朋好友推薦, 名人/明星和歌手/網路名人/Youtuber推薦","請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是? - 電視廣告/節目介紹, 雜誌廣告/報導介紹, 戶外廣告(街頭電視牆/大型看板/掛旗等), 電子郵件/手機簡訊等廣告, 網路廣告, 音樂網站, 音樂串流App Facebook粉絲團, 音樂串流App Instagram官方帳號, 網路口碑推薦(網路報導/部落格/PTT等), 音樂串流App的官方網站, 手機App廣告, 親朋好友推薦, 名人/明星和歌手/網路名人/Youtuber推薦",請問您目前的工作狀況是? ,請問您的個人月收入? (包含薪水、房租、退休金、投資收入、利息),請問您是使用這個品牌的哪個付費方案?,請問哪一個音樂串流App是您最常使用的？ (請勾選題目中有顯示的品牌。如果您最近一年只使用一個品牌，請勾選該品牌)
男,iPhone,KKBOX,Apple Music,無,1110011,10100000,10000000,10000000,1000000,100,100000,10000000,100,10000000,100,1000000,1000000,1000000,100,10000000,10000000,100000,100000,100000,KKBOX		Apple Music		Mixer Box		Spotify		Street Voice 街聲		QQ音樂My Music		,110101000001,1010000,1000000,100100000001,1100000,1000000,學生 - 兼職打工/實習,"$10,001-$20,000",單筆繳費(一年),KKBOX
女,iPhone,Apple Music ,KKBOX,Spotify,1111111,11101100,11001000,1101000,1000,11100000,11100000,10001000,11100000,10001000,11100000,1000,11101000,1000,1000,10001000,1010,1101000,1100010,1000,Street Voice 街聲		Apple Music		KKBOX		Spotify		Mixer Box		My Music		QQ音樂,110110100001,1110110,10100,10110000011,10010001,10000,學生 - 兼職打工/實習,"$5,000以下",無付費,Street Voice 街聲
男,iPhone,KKBOX,Spotify,Apple Music,1110000,11000000,1,10000000,1100000,10000000,1,1,10000000,1,10000000,10000000,1000000,1000000,1000000,1000000,10000000,1000000,1000000,1,KKBOX		Spotify		Apple Music		Mixer Box		Street Voice 街聲		My Music		QQ音樂,110010101100,1100000,1000000,0,100000010,10,學生 - 兼職打工/實習,"$20,001-$30,000",學生方案,KKBOX
男,Asus,KKBOX,無,無,1000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,1000000,10000000,10000000,10000000,10000000,10000000,10000000,1000000,10000000,10000,Apple Music		Mixer Box		KKBOX		My Music		Spotify		Street Voice 街聲		QQ音樂,100000,1000,1000,1000,1,1,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,KKBOX
女,iPhone,KKBOX,Mixer Box,無,1110010,11000000,11100000,10000100,11000000,11000100,10000000,10000100,11000100,11000000,11100100,11000000,11100000,1000000,100,100,100,11100000,11000000,1100000,Spotify		KKBOX		Apple Music		Mixer Box		My Music		QQ音樂Street Voice 街聲		,110001101100,1100010,1000010,110010000001,11,10,學生 - 兼職打工/實習,"$5,000以下",無付費,Mixer Box
女,OPPO,Spotify,KKBOX,Apple Music,1110110,11000000,1,11000100,11100100,11000000,11000000,11000100,1000000,1,1000000,1000000,11000000,1000000,1000000,11000000,10000100,11000000,1000000,11000000,Spotify		KKBOX		Mixer Box		Apple Music		My Music		Street Voice 街聲		QQ音樂,111110101101,1100010,1100000,110010000000,100000010010,10000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",無付費,Spotify
男,iPhone,Spotify,KKBOX,無,1111010,11000000,11000000,11000000,11000000,11000100,1000000,11000100,1000100,11000000,11000000,1000100,11000000,1000000,1000000,11000000,11000000,1000000,1000000,11000000,Spotify		KKBOX		Mixer Box		Apple Music		My Music		Street Voice 街聲		QQ音樂,110110100000,1110010,100000,110110101000,110,10,學生 - 兼職打工/實習,"$5,001-$10,000",家庭方案,Spotify
男,iPhone,Spotify,KKBOX,無,1110100,1001000,1,1000000,1001000,1001000,1000000,1000000,1000,1000000,1000000,1000,1000,1000,1000,1,1000,1000,1000000,1000,Spotify		Street Voice 街聲		KKBOX		Apple Music		Mixer Box		My Music		QQ音樂,110110101011,110100,100100,110000100000,10,10,學生 - 兼職打工/實習,"$10,001-$20,000",家庭方案,Spotify
女,iPhone,KKBOX,Spotify,無,1110000,11100000,1100000,11000000,11000000,1000000,10000000,11000000,11000000,11000000,11000000,1000000,11100000,1000000,1000000,11000000,1000000,1100000,1100000,11100000,Spotify		KKBOX		Apple Music		Mixer Box		My Music		Street Voice 街聲		QQ音樂,110010100001,1110000,1100000,100000100101,110,10,學生 - 兼職打工/實習,"$5,001-$10,000",單筆繳費(半年),KKBOX
男,Asus,Spotify,KKBOX,Apple Music,1110000,1000000,11101000,11000000,11100000,11100000,11101000,1000000,11100000,11000000,11101000,1000,1101000,1001000,1000,11000000,11101000,1101000,1100000,1101000,Spotify		Street Voice 街聲		KKBOX		Apple Music		Mixer Box		My Music		QQ音樂,111110100100,110100,100000,100110110100,100010010,10000,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",家庭方案,Spotify
男,iPhone,Spotify,KKBOX,無,1111100,11000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		Street Voice 街聲		KKBOX		Apple Music		My Music		Mixer Box		QQ音樂,110010100000,1110100,100100,100010000001,100000000010,100000000000,學生 - 兼職打工/實習,"$5,001-$10,000",無付費,Spotify
男,Samsung,KKBOX,Spotify,Apple Music,1111100,11100000,10000000,10100000,11101000,10100000,10100000,11101000,10100000,10100000,100000,100000,10100000,100000,1001000,100000,10000000,100000,100000,10100000,KKBOX		Apple Music		Spotify		Street Voice 街聲		My Music		Mixer Box		QQ音樂,100000110001,1100000,1100000,100000100001,10011010,10000,全職員工 (每週工作時數為30小時或以上),"$60,001-$70,000",個人方案,KKBOX
男,Samsung,Spotify,KKBOX,無,1101000,10000000,11000000,11000000,11000000,11000000,10000000,11000000,11000000,11000000,1100000,1000100,11100000,1100000,1000000,10100000,11110100,1100000,1100000,11100000,Spotify		KKBOX		My Music		Apple Music		Mixer Box		QQ音樂Street Voice 街聲		,111000100100,1101000,1100000,110110100101,100100010000,10000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,Spotify
男,iPhone,Spotify,無,無,1100110,11000000,10010000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,11001000,11001000,1001000,1011000,1000000,1000000,11101000,1101000,11101000,Spotify		My Music		Street Voice 街聲		KKBOX		Apple Music		Mixer Box		QQ音樂,110111100100,110100,100100,100010000000,1010,1000,學生 - 未兼職,"$5,000以下",無付費,Spotify
女,Samsung,KKBOX,Mixer Box,無,1000010,10000100,1,100,10000100,10000000,10000000,10000100,10000000,10000100,10000000,1,10000100,1,10000100,100,10000100,1,1,10000100,Mixer Box		KKBOX		Apple Music		My Music		Spotify		Street Voice 街聲		QQ音樂,111000100100,1000010,1000010,100101,10000,10000,待業中,"$5,000以下",無付費,Mixer Box
女,iPhone,Apple Music,Melon,Spotify,1110000,11100000,1,1100000,1100000,1100000,11000000,10100000,1100000,1100000,1100000,1,1100000,1,1,1100000,100000,1100000,1100000,11100000,Apple Music		Spotify		KKBOX		My Music		Mixer Box		Street Voice 街聲		QQ音樂,110100100101,1110000,10000,10100000001,10100,10000,學生 - 未兼職,"$5,000以下",學生方案,Apple Music
男,SONY,Spotify,KKBOX,Apple Music,100000,1000000,1000000,1,1000000,1100000,1000000,1000000,1000000,1000000,1100000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		Apple Music		KKBOX		My Music		Mixer Box		Street Voice 街聲		QQ音樂,110110100011,100000,100000,110110100111,11001,1,學生 - 未兼職,"$5,001-$10,000",家庭方案,Spotify
男,Samsung,KKBOX,Youtube,酷我音樂,1111111,10000000,1000000,10000000,10000000,100000,100000,10000000,10000000,10000000,1000,10000000,10000000,100000,10000000,10000000,10000000,1000000,10000000,10000000,KKBOX		Apple Music		Street Voice 街聲		My Music		Spotify		Mixer Box		QQ音樂,1,1000000,1000000,10000000,10,10,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",個人方案,KKBOX
女,iPhone,Spotify,KKBOX,Apple Music,1110000,1000100,1000000,1000000,1000100,1000000,1000000,1000100,1000100,1000100,11100100,1000000,11100100,11100100,11100100,11100100,11100100,1000000,1100000,11100100,Spotify		Mixer Box		KKBOX		Apple Music		My Music		Street Voice 街聲		QQ音樂,110000100001,1000010,1000010,110000000001,10000,10000,全職員工 (每週工作時數為30小時或以上),"$20,001-$30,000",無付費,Mixer Box
女,iPhone,沒有,無,無,1000000,10000000,10000001,1,10000000,10000000,10000000,1,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,KKBOX		Spotify		QQ音樂Apple Music		Street Voice 街聲		My Music		Mixer Box		,100000,1000000,1000000,1000,111000000001,1000000000,學生 - 未兼職,"$5,001-$10,000",無付費,KKBOX
男,SONY,Spotify,KKBOX,無,1100000,11000000,1,10000000,10000000,11000000,1,11000000,11000000,11000000,11000000,1,11100000,11000000,1,1,1,1,11000000,1,Spotify		KKBOX		Apple Music		Mixer Box		My Music		Street Voice 街聲		QQ音樂,1110000,1100000,1100000,110001,10010,10,全職員工 (每週工作時數為30小時或以上),"$50,001-$60,000",個人方案,Spotify
女,iPhone,KKBOX,Spotify,My Music,1111000,11100000,1000000,11000000,11000000,1000000,11000000,1000000,11000000,10000000,1000000,1000000,11000000,1000000,1000000,10000000,10000000,1000000,1000000,11100000,KKBOX		Spotify		Apple Music		My Music		Mixer Box		Street Voice 街聲		QQ音樂,100010101101,1110000,1110000,1000,10,10,全職員工 (每週工作時數為30小時或以上),"$70,001-$80,000",單筆繳費(一年),KKBOX
男,iPhone,Spotify ,Apple Music,KKBOX,1110110,1,1,1000000,1000000,11100000,1000000,1000000,1100000,1000000,1100000,1001000,11100000,1000000,1001000,1000000,11100000,1000000,1100000,1101000,Spotify		Apple Music		Mixer Box		KKBOX		Street Voice 街聲		My Music		QQ音樂,110110100001,1110010,110000,10010000001,10,10,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",家庭方案,Spotify
男,HTC,KKBOX,Apple Music,無,1000001,10000000,10100000,10100000,10100000,10100000,10100000,10000000,10100000,10000000,10100000,1,10100000,10100000,1,10100000,10100000,10100000,100000,10100000,KKBOX		Apple Music		My Music		QQ音樂Street Voice 街聲		Mixer Box		Spotify		,110000101101,1000000,1000000,110000001100,100010010,10,學生 - 未兼職,"$5,000以下",學生方案,KKBOX
女,SONY,KKBOX,無,無,1101000,11010000,1,11000000,11000000,11000000,1,10010000,10000000,10000000,11000000,1,11100000,1,10110000,10000000,1,11100000,11110000,11100000,KKBOX		Spotify		Apple Music		Street Voice 街聲		Mixer Box		QQ音樂My Music		,111001,1000000,1000000,10000100001,10,10,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,KKBOX
男,iPhone,Spotify,KKBOX,Apple Music,1111010,11000000,1,11100000,11100000,11100000,11000000,11000000,1000000,11100000,1100000,1100000,11100000,1000000,1000000,1000000,11100000,1000000,1100000,11100000,Spotify		KKBOX		Apple Music		Mixer Box		My Music		QQ音樂Street Voice 街聲		,110110101100,1100000,1100000,100000000,100010110,10000,全職員工 (每週工作時數為30小時或以上),"$50,001-$60,000",單筆繳費(半年),KKBOX
女,Samsung,KKBOX,Spotify,無,1111111,10000010,10000000,10000000,11000000,10000000,10000000,10000000,10000000,10001000,10000000,1000,11001000,1000,1000,10000000,11000000,11100000,1000000,11000000,KKBOX		Spotify		My Music		Apple Music		Street Voice 街聲		QQ音樂Mixer Box		,110000110001,1000110,1000000,110000000001,100000100,100,待業中,"$5,000以下",無付費,KKBOX
女,iPhone,KKBOX,音樂影片MP3,無,1010010,100000,10100000,10100100,10100000,10000000,10100000,10100100,100100,10100000,10100000,100100,10100100,10100100,10100100,10100100,10100100,100000,100000,10100100,KKBOX		Mixer Box		Apple Music		My Music		Spotify		Street Voice 街聲		QQ音樂,110110111101,1000010,1000000,100010111101,100000110,10,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,KKBOX
男,iPhone,KKBOX,Spotify,Apple Music,1111010,11100100,100000,11100100,11100100,11000000,11100000,11100100,1100100,100,1100000,1000000,1000000,100000,1000000,100000,10000000,100000,1000000,1000000,Apple Music		KKBOX		Spotify		Mixer Box		My Music		QQ音樂Street Voice 街聲		,110011110101,1110010,1010000,100001,100110000,100000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",學生方案,KKBOX
女,iPhone,Spotify,無,無,1110001,1000000,1000000,1000000,11100000,1,1000001,1000000,1000000,1000000,1,11100100,11000000,10110000,11100000,10100000,11000000,11000000,11100000,10100000,Spotify		KKBOX		Apple Music		My Music		Street Voice 街聲		QQ音樂Mixer Box		,110000111101,1110000,100000,11010101101,10011101,100,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,Spotify
女,iPhone,Spotify,KKBOX,Apple Music,1110010,11100000,1000000,1000000,1000000,1,1000000,1000000,1000000,1000000,1000000,1100000,1100000,1100000,1100000,1000000,1000000,1100000,1100000,1100000,Spotify		Apple Music		KKBOX		Mixer Box		My Music		Street Voice 街聲		QQ音樂,110110101001,1100000,100000,10100101,10100010010,10000,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",家庭方案,Spotify
男,iPhone,Mixer Box,Spotify,KKBOX,1110010,1001000,1,1000100,1000100,100,1,100,100,100000,100000,1101000,1101100,101000,1000100,100,100,1101100,1100100,1100100,Mixer Box		Spotify		Apple Music		Street Voice 街聲		KKBOX		My Music		QQ音樂,110110000101,100010,100010,101101,101011000,100000000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",無付費,Mixer Box
女,iPhone,Spotify,KKBOX,Apple Music,1110010,11000000,1,11100000,11100000,1000000,11100000,1000100,1000000,1,1000100,1000000,1000000,1000000,1100000,1000000,1000000,1100000,1000100,1100000,Spotify		Apple Music		Mixer Box		KKBOX		My Music		Street Voice 街聲		QQ音樂,110110001001,110010,110010,110110000001,100000010,10,全職員工 (每週工作時數為30小時或以上),"$60,001-$70,000",無付費,Spotify
女,Samsung,Spotify ,Soundcloud ,KKBOX,1111011,11110000,11000000,11100000,11100000,11000000,11000000,1000000,11000000,11000000,11100000,1100000,11100000,11100000,11100000,11100000,11100000,11100000,11100000,11100000,Spotify		Apple Music		KKBOX		My Music		Mixer Box		QQ音樂Street Voice 街聲		,110100000011,1110000,100000,110110000011,10010,10,學生 - 未兼職,"$5,000以下",家庭方案,Spotify
男,iPhone,Apple Music,Spotify,KKBOX,1110010,11000000,1,10000000,1100000,10100000,100000,11100000,1000000,11000000,1100000,1100000,11100000,1100000,1100000,100,11100100,100000,100100,1100000,Apple Music		Spotify		Mixer Box		KKBOX		My Music		Street Voice 街聲		QQ音樂,110100100000,1110010,10010,110100100001,100000110001,100000000000,全職員工 (每週工作時數為30小時或以上),"$5,000以下",個人方案,Apple Music
女,iPhone,Spotify,KKBOX,Apple Music,1110010,11000000,11000000,11000000,11000000,11000000,11000000,1000000,1000000,1000000,1000000,11000000,11100000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,Spotify		KKBOX		Apple Music		My Music		QQ音樂Mixer Box		Street Voice 街聲		,110000001,1110000,1100000,110010100000,1100010010,10000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",家庭方案,Spotify
男,iPhone,Spotify,KKBOX,Inxvioce,1111100,11101000,1000000,11000000,11001000,11000000,1000000,11000000,11100000,11001000,11111100,1,11000000,1,1000,1000000,1000000,1100000,11100000,11100000,Spotify		KKBOX		Apple Music		Street Voice 街聲		My Music		Mixer Box		QQ音樂,100110110011,1110100,100100,100010110110,1000110000101,10000000,學生 - 兼職打工/實習,"$10,001-$20,000",無付費,Spotify
女,iPhone,Spotify,Apple Music,KKBOX,1110001,1100000,100000,1000000,1,1000000,1,100000,1100000,1000000,1000000,100000,1100000,1,1,1,1000000,100000,1100000,100000,Spotify		Apple Music		KKBOX		My Music		Mixer Box		QQ音樂Street Voice 街聲		,110110000010,110000,100000,100110100001,1110000110,10000000,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",個人方案,Spotify
男,Asus,Spotify,KKBOX,Mixer Box,1110010,10000000,1,1000000,1000000,11000000,1000000,11000000,11000000,11000000,10000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,1000000,11000000,KKBOX		Spotify		Mixer Box		Apple Music		Street Voice 街聲		My Music		QQ音樂,110110111100,1100010,1100010,100100000001,100010010,10,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",單筆繳費(一年),KKBOX
女,iPhone,Spotify,Soundcloud,KKBOX,1110011,1000000,11100000,1000010,11100010,11000010,10000000,11000010,1000010,11000000,1100000,1000000,11000000,1000010,11001100,11000000,110010,11110000,11101000,1100000,Spotify		KKBOX		QQ音樂Apple Music		My Music		Street Voice 街聲		Mixer Box		,100110100010,1110001,1110001,100100000110,100010010,10,學生 - 兼職打工/實習,"$10,001-$20,000",家庭方案,Spotify
男,Xiaomi(小米),Spotify,KKBOX,無,1110000,11000000,1000000,11000000,11000000,1000000,1000000,1000000,1000000,11100000,11000000,10000000,11000000,1000000,1000000,1000000,10000000,10000000,1100000,11000000,Spotify		KKBOX		Apple Music		QQ音樂My Music		Mixer Box		Street Voice 街聲		,111110100110,1100000,100000,110000000101,110001000,10000000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",無付費,Spotify
男,HTC,Spofify,Apple Music,KKBOX,1110010,1000000,1,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		Apple Music		KKBOX		Mixer Box		My Music		Street Voice 街聲		QQ音樂,110100100000,1100000,100000,110110000100,10010010,10,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,Spotify
男,iPhone,Spotify,Apple Music,KKBOX,1110001,1,1,1100000,1000000,100000,1000010,1100000,1,1100000,1100000,1,1000000,1,1000000,1,1,100000,1100000,1,Apple Music		Spotify		KKBOX		My Music		Mixer Box		Street Voice 街聲		QQ音樂,110100001,110000,10000,10010000001,1000,1000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,Apple Music
女,iPhone,Spotify ,Apple Music,Soundtrack,1110011,11100100,1000000,1000010,11100010,1000000,1000000,1000000,1000000,11000110,11100110,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1100000,1100000,Spotify		Apple Music		Mixer Box		KKBOX		QQ音樂Street Voice 街聲		My Music		,110100000010,1110011,100010,10100000000,10101110101,100000,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",個人方案,Spotify
男,其他,KKBOX,friday音樂,無,1110100,1,1000000,1,1,1,11000000,1,1000000,1,1,1,10000000,1000,1,1,1,1,1000000,11100000,Spotify		KKBOX		My Music		Apple Music		Mixer Box		Street Voice 街聲		QQ音樂,100000100000,1100000,1000000,100000000000,1100110000000,100000000000,待業中,"$5,000以下",無付費,KKBOX
女,iPhone,Spotify,Apple Music,KKBOX,1110100,11001000,1000000,1100000,11100000,1101000,1100000,1100000,1101000,1101000,11100000,1000,11100000,1000,101000,1100000,1100000,1100000,1100000,1100000,Spotify		Apple Music		Street Voice 街聲		KKBOX		Mixer Box		My Music		QQ音樂,110110100000,1110100,110100,100010100000,100100000000,100000000,全職員工 (每週工作時數為30小時或以上),"$20,001-$30,000",家庭方案,Spotify
女,Asus,KKBOX,Apple Music,無,1110100,10000000,10000000,1,10001000,10000000,10000000,10000000,10000000,1,10000000,1,10000000,1000,1,1,10000000,10000000,10000000,1,KKBOX		Street Voice 街聲		Apple Music		Spotify		My Music		Mixer Box		QQ音樂,100010110101,1000100,1000000,110010100001,1000100010000,10000,全職員工 (每週工作時數為30小時或以上),"$60,001-$70,000",無付費,KKBOX
男,HTC,KKBOX,無,無,1000000,10000000,1,10000000,10000000,11000000,10000000,10000000,11000000,10000000,11000000,10000000,11000000,1,10000000,10000000,10000000,10000000,10000000,10000000,KKBOX		Spotify		Apple Music		My Music		Street Voice 街聲		Mixer Box		QQ音樂,111110100100,100000,100000,100100000000,1,1,學生 - 兼職打工/實習,"$5,000以下",單筆繳費(一年),KKBOX
男,HTC,Spotify,無,無,1100010,1000000,1,1000100,1000000,1000100,1,100,10000000,1,10000100,1,11000100,1000000,1000000,11000100,1000100,1000000,1,11000100,Mixer Box		Spotify		KKBOX		Street Voice 街聲		Apple Music		QQ音樂My Music		,10010111001,1100010,100010,10010001001,100000111,10,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",無付費,Mixer Box
女,iPhone,KKBOX,Spotify,無,1100000,11001000,100000,1000000,1000000,1000000,10000000,10000000,10000000,10000000,10000000,1100000,10,1000000,10000000,10000000,10000000,10000000,10000000,10000100,Spotify		Street Voice 街聲		QQ音樂Mixer Box		KKBOX		Apple Music		My Music		,1000001000,100,100,10000000000,1100000000000,100000000000,學生 - 未兼職,"$5,001-$10,000",個人方案,Apple Music
女,iPhone,Spotify,KKBOX,Apple Music,1110110,1101000,1100000,11000000,1100000,10000000,1000000,1001000,11101000,11000000,11000000,1000,11000000,1000,1001000,1000000,1000000,1001000,1100000,1001000,Spotify		Street Voice 街聲		KKBOX		Apple Music		Mixer Box		My Music		QQ音樂,110110100101,1110110,100110,10110100001,100011110,100000000,學生 - 兼職打工/實習,"$5,001-$10,000",家庭方案,Spotify
女,SONY,無,無,無,1011011,10101,10000,10000,10000,100,100000,100000,100101,11010000,101,101000,1000,101,1010,11111111,10000000,10100000,10000000,100000,Apple Music		Street Voice 街聲		Mixer Box		Spotify		My Music		KKBOX		QQ音樂,100000000101,10000,10000,10010000010,1100000,1000000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",無付費,Street Voice 街聲
女,iPhone,Spotify,無,無,1110001,1100000,100000,1000000,1100000,1100000,1000000,1000000,1000000,10,1100000,100000,1100000,100000,100000,1000000,1000000,1100000,1100000,1000000,Spotify		Apple Music		KKBOX		My Music		Street Voice 街聲		QQ音樂Mixer Box		,100000001101,110001,100000,100000001101,100000010,10,學生 - 兼職打工/實習,"$30,001-$40,000",個人方案,Spotify
女,iPhone,Apple Music,Spotify,KKBOX,1110010,11100000,11000000,1100000,1100000,11100000,11000000,11100000,11100000,11100000,11100000,1100000,1100000,1100000,1100000,11100000,11100000,1100000,1100000,1100000,Apple Music		Spotify		KKBOX		Mixer Box		Street Voice 街聲		My Music		QQ音樂,110110101111,1110000,10000,110110100001,1011110011100,10000,學生 - 未兼職,"$5,000以下",個人方案,Apple Music
男,iPhone,Spotify,KKBOX,Apple Music,1110110,1000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,10000000,1000000,1100000,11100000,1001000,1001000,11000100,11001000,11100000,1100000,11100000,Spotify		KKBOX		Mixer Box		Apple Music		Street Voice 街聲		QQ音樂My Music		,110100100111,1110110,100000,110100111001,110111111001,10000,學生 - 兼職打工/實習,"$10,001-$20,000",家庭方案,Spotify
女,iPhone,Apple Music ,KKBOX,Spotify ,1111101,10100000,1,100000,11100000,11100000,10100000,11100000,11101000,1,1100000,1000,11101000,11101000,11101000,11100000,10100000,11100000,1100000,11100000,Apple Music		Spotify		KKBOX		My Music		Street Voice 街聲		QQ音樂Mixer Box		,111100110101,1010000,10000,111100000101,101110,10,學生 - 未兼職,"$5,000以下",學生方案,Apple Music
